,Reviews,Ratings
11997,Super!,5
11998,Nice product,4
11999,Super!,5
12000,Simply awesome,5
12001,Super!,5
12002,Good quality product,4
12003,Super!,5
12004,Terrific purchase,5
12005,Delightful,4
12006,Awesome,5
12007,Simply awesome,5
12008,Just wow!,5
12009,Highly recommended,5
12010,Awesome,5
12011,Super!,5
12012,Terrific purchase,5
12013,Must buy!,5
12014,Delightful,4
12015,Classy product,5
12016,Terrific,5
12017,Just wow!,5
12018,Simply awesome,5
12019,Just wow!,5
12020,Simply awesome,5
12021,Brilliant,5
12022,Super!,5
12023,Wonderful,4
12024,Fabulous!,5
12025,Just wow!,5
12026,Terrific purchase,5
12027,Must buy!,5
12028,Classy product,5
12029,Classy product,5
12030,Worth every penny,5
12031,Terrific,5
12032,Super!,5
12033,Terrific purchase,5
12034,Highly recommended,5
12035,Perfect product!,5
12036,Great product,5
12037,Nice product,4
12038,Excellent,5
12039,Awesome,5
12040,Just wow!,5
12041,Brilliant,5
12042,Perfect product!,5
12043,Fabulous!,5
12044,Great product,5
12045,Don't waste your money,1
12046,Just wow!,5
12047,Best in the market!,5
12048,Awesome,5
12049,Classy product,5
12050,Value-for-money,4
12051,Value-for-money,4
12052,Great product,5
12053,Good quality product,4
12054,Terrific purchase,5
12055,Good,3
12056,Great product,5
12057,Great product,5
12058,Very Good,4
12059,Best in the market!,5
12060,Worth every penny,5
12061,Perfect product!,5
12062,Fabulous!,5
12063,Highly recommended,5
12064,Just wow!,5
12065,Just wow!,5
12066,Best in the market!,5
12067,Brilliant,5
12068,Worth every penny,5
12069,Really Nice,4
12070,Great product,5
12071,Super!,5
12072,Awesome,5
12073,Mind-blowing purchase,5
12074,Mind-blowing purchase,5
12075,Best in the market!,5
12076,Terrific,5
12077,Terrific purchase,5
12078,Perfect product!,5
12079,Simply awesome,5
12080,Highly recommended,5
12081,Awesome,5
12082,Terrific,5
12083,Fabulous!,5
12084,Worth every penny,5
12085,Fabulous!,5
12086,Excellent,5
12087,Very poor,1
12088,Excellent,5
12089,Classy product,5
12090,Classy product,5
12091,Classy product,5
12092,Delightful,4
12093,Just wow!,5
12094,Super!,5
12095,Worth every penny,5
12096,Classy product,5
12097,Great product,5
12098,Decent product,3
12099,Very poor,1
12100,Excellent,5
12101,Worth every penny,5
12102,Brilliant,5
12103,Classy product,5
12104,Excellent,5
12105,Wonderful,5
12106,Brilliant,5
12107,Great product,5
12108,Worth every penny,5
12109,Terrific,5
12110,Terrific,5
12111,Terrific purchase,5
12112,Class,5
12113,Worth every penny,5
12114,Simply awesome,5
12115,Best in the market!,5
12116,Highly recommended,5
12117,Best in the market!,5
12118,Not good,2
12119,Worth every penny,5
12120,Wonderful,5
12121,Simply awesome,5
12122,Great product,5
12123,Just wow!,5
12124,Absolute rubbish!,1
12125,Waste of money!,1
12126,Simply awesome,5
12127,Must buy!,5
12128,Just wow!,5
12129,Mind-blowing purchase,5
12130,Brilliant,5
12131,Mind-blowing purchase,5
12132,Super!,5
12133,Nice,3
12134,Super!,5
12135,Just okay,3
12136,Terrific,5
12137,Mind-blowing purchase,5
12138,Super!,5
12139,Perfect product!,5
12140,Terrific purchase,5
12141,Terrific purchase,5
12142,Must buy!,5
12143,Must buy!,5
12144,Mind-blowing purchase,5
12145,Worth every penny,5
12146,Not recommended at all,1
12147,Worth every penny,5
12148,Super!,5
12149,Super!,5
12150,Worth every penny,5
12151,Terrific,5
12152,Worth every penny,5
12153,Worth the money,4
12154,Awesome,5
12155,Perfect product!,5
12156,Perfect product!,5
12157,Just okay,3
12158,Terrific,5
12159,Simply awesome,5
12160,Good quality product,4
12161,Classy product,5
12162,Very Good,4
12163,Terrific purchase,5
12164,Does the job,3
12165,Fabulous!,5
12166,Nice,3
12167,Just wow!,5
12168,Must buy!,5
12169,Fabulous!,5
12170,Good choice,4
12171,Wonderful,5
12172,Delightful,4
12173,Best in the market!,5
12174,Mind-blowing purchase,5
12175,Wonderful,5
12176,Wonderful,5
12177,Good choice,4
12178,Perfect product!,5
12179,Awesome,5
12180,Wonderful,5
12181,Classy product,5
12182,Terrific purchase,5
12183,Terrific purchase,5
12184,Great product,5
12185,Fabulous!,5
12186,Must buy!,5
12187,Terrific purchase,5
12188,Hated it!,1
12189,Best in the market!,5
12190,Best in the market!,5
12191,Best in the market!,5
12192,Best in the market!,5
12193,Wonderful,5
12194,Worth every penny,5
12195,Fabulous!,5
12196,Fabulous!,5
12197,Brilliant,5
12198,Must buy!,5
12199,Terrific purchase,5
12200,Perfect product!,5
12201,Just wow!,5
12202,Terrific,5
12203,Perfect product!,5
12204,Just wow!,5
12205,Highly recommended,5
12206,Mind-blowing purchase,5
12207,Brilliant,5
12208,Classy product,5
12209,Worth every penny,5
12210,Excellent,5
12211,Excellent,5
12212,Fabulous!,5
12213,Worth every penny,5
12214,Nice product,4
12215,Awesome,5
12216,Highly recommended,5
12217,Worth every penny,5
12218,Highly recommended,5
12219,Terrific,5
12220,Wonderful,5
12221,Just wow!,5
12222,Fabulous!,5
12223,Just okay,3
12224,Wonderful,5
12225,Worth every penny,5
12226,Classy product,5
12227,Fabulous!,5
12228,Pretty good,4
12229,Perfect product!,5
12230,Super!,5
12231,Awesome,5
12232,Super!,5
12233,Highly recommended,5
12234,Worth every penny,5
12235,Must buy!,5
12236,Super!,5
12237,Excellent,5
12238,Perfect product!,5
12239,Good choice,4
12240,Brilliant,5
12241,Worth every penny,5
12242,Delightful,4
12243,Must buy!,5
12244,Mind-blowing purchase,5
12245,Excellent,5
12246,Perfect product!,5
12247,Terrific purchase,5
12248,Worth every penny,5
12249,Nice,3
12250,Classy product,5
12251,Awesome,5
12252,Great product,5
12253,Pretty good,4
12254,Wonderful,5
12255,Awesome,5
12256,Convenient AF but sound quality same as earpods,4
12257,Excellent,5
12258,Mind-blowing purchase,5
12259,Mind-blowing purchase,5
12260,Excellent,5
12261,Brilliant,5
12262,Classy product,5
12263,Wonderful,5
12264,Wonderful,5
12265,Best in the market!,5
12266,Awesome,5
12267,Good quality product,4
12268,Terrific,5
12269,Super!,5
12270,Mind-blowing purchase,5
12271,Brilliant,5
12272,Terrific,5
12273,Wonderful,5
12274,Must buy!,5
12275,Terrific purchase,5
12276,Super!,5
12277,Good quality product,4
12278,Terrific,5
12279,Simply awesome,5
12280,Mind-blowing purchase,5
12281,Awesome,5
12282,Highly recommended,5
12283,Best in the market!,5
12284,Best in the market!,5
12285,Just wow!,5
12286,Super!,5
12287,Just wow!,5
12288,Classy product,5
12289,Super!,5
12290,Simply awesome,5
12291,Brilliant,5
12292,Brilliant,5
12293,Highly recommended,5
12294,Terrific,5
12295,Fantastic Product,5
12296,Simply awesome,5
12297,Fabulous!,5
12298,Awesome,5
12299,Fabulous!,5
12300,Perfect product!,5
12301,Wonderful,5
12302,Fabulous!,5
12303,Awesome,5
12304,Just wow!,5
12305,Fabulous!,5
12306,Awesome,5
12307,Just wow!,5
12308,Awesome,5
12309,Great product,5
12310,Just wow!,5
12311,Wonderful,5
12312,Excellent,5
12313,Excellent,5
12314,Great product,5
12315,Must buy!,5
12316,Perfect product!,5
12317,Classy product,5
12318,Terrific purchase,5
12319,Just okay,3
12320,Just wow!,5
12321,Just wow!,5
12322,Value-for-money,4
12323,Perfect product!,5
12324,Just wow!,5
12325,Must buy!,5
12326,Excellent,5
12327,Brilliant,5
12328,Simply awesome,5
12329,Brilliant,5
12330,Simply awesome,5
12331,Perfect product!,5
12332,Really Nice,4
12333,Fabulous!,5
12334,Terrific purchase,5
12335,Does the job,3
12336,Brilliant,5
12337,Mind-blowing purchase,5
12338,Awesome,5
12339,Wonderful,5
12340,Simply awesome,5
12341,Simply awesome,5
12342,Brilliant,5
12343,Very Good,4
12344,Terrific purchase,5
12345,Classy product,5
12346,Worth the money,4
12347,Best in the market!,5
12348,Just wow!,5
12349,Perfect product!,5
12350,Nice product,4
12351,Wonderful,4
12352,Highly recommended,5
12353,Great product,5
12354,Very Good,4
12355,Value for money.,5
12356,Wonderful,5
12357,Delightful,4
12358,Really Nice,4
12359,Fabulous!,5
12360,Awesome,5
12361,Highly recommended,5
12362,Does the job,3
12363,Bad quality,2
12364,Awesome,5
12365,Super!,5
12366,Great product,5
12367,Mind-blowing purchase,5
12368,Great product,5
12369,Best in the market!,5
12370,Absolute rubbish!,1
12371,Fabulous!,5
12372,Wonderful,5
12373,Just wow!,5
12374,Worth the money,4
12375,Fabulous!,5
12376,Simply awesome,5
12377,Must buy!,5
12378,Good quality product,4
12379,Awesome,5
12380,Mind-blowing purchase,5
12381,Really Nice,4
12382,Brilliant,5
12383,Pretty good,4
12384,Terrific purchase,5
12385,Fabulous!,5
12386,Great product,5
12387,Classy product,5
12388,Terrific purchase,5
12389,Just wow!,5
12390,Terrific purchase,5
12391,Best in the market!,5
12392,Horrible,1
12393,Good quality product,4
12394,Must buy!,5
12395,Mind-blowing purchase,5
12396,Excellent,5
12397,Highly recommended,5
12398,Awesome,5
12399,Value-for-money,4
12400,Don't waste your money,1
12401,Worth every penny,5
12402,Wonderful,5
12403,Fair,3
12404,Just wow!,5
12405,Excellent,5
12406,Must buy!,5
12407,Wonderful,4
12408,Great product,5
12409,Best in the market!,5
12410,Terrible product,1
12411,Excellent,5
12412,Must buy!,5
12413,Good choice,4
12414,Best in the market!,5
12415,Good quality product,4
12416,Worthless,1
12417,Fabulous!,5
12418,Mind-blowing purchase,5
12419,Super!,5
12420,Delightful,4
12421,Very poor,1
12422,Worst experience ever!,1
12423,Must buy!,5
12424,Delightful,4
12425,Wonderful,5
12426,Great product,5
12427,Wonderful,4
12428,Good choice,4
12429,Hated it!,1
12430,Brilliant,5
12431,Must buy!,5
12432,Classy product,5
12433,Worth every penny,5
12434,Highly recommended,5
12435,Horrible,1
12436,Good quality product,4
12437,Perfect product!,5
12438,Worthless,1
12439,Absolute rubbish!,1
12440,Terrific,5
12441,Decent product,3
12442,Wonderful,5
12443,Simply awesome,5
12444,Good choice,4
12445,Delightful,4
12446,Terrific,5
12447,Great product,5
12448,Great product,5
12449,Excellent,5
12450,Delightful,4
12451,Highly recommended,5
12452,Classy product,5
12453,Fabulous!,5
12454,Unsatisfactory,1
12455,Super!,5
12456,Nice,3
12457,Unsatisfactory,1
12458,Terrible product,1
12459,Don't waste your money,1
12460,Does the job,3
12461,Terrific,5
12462,Terrific,5
12463,Worth every penny,5
12464,Awesome,5
12465,Just wow!,5
12466,Must buy!,5
12467,Unsatisfactory,1
12468,Simply awesome,5
12469,Fair,3
12470,Just wow!,5
12471,Simply awesome,5
12472,Value-for-money,4
12473,Highly recommended,5
12474,Brilliant,5
12475,Very Good,4
12476,Worth the money,4
12477,Does the job,3
12478,Awesome,5
12479,Value-for-money,4
12480,Terrific purchase,5
12481,Nice product,4
12482,Great product,5
12483,Awesome,5
12484,Slightly disappointed,2
12485,Moderate,2
12486,Hated it!,1
12487,Could be way better,2
12488,Worth every penny,5
12489,Slightly disappointed,2
12490,Just okay,3
12491,Brilliant,5
12492,Simply awesome,5
12493,Good quality product,4
12494,Very Good,4
12495,Wonderful,5
12496,Worth the money,4
12497,Terrible product,1
12498,Wonderful,5
12499,Worth every penny,5
12500,Simply awesome,5
12501,Really Nice,4
12502,Highly recommended,5
12503,Not recommended at all,1
12504,Highly recommended,5
12505,Expected a better product,2
12506,Highly recommended,5
12507,Fair,3
12508,Best in the market!,5
12509,Just wow!,5
12510,Wonderful,5
12511,Good choice,4
12512,Terrific,5
12513,Excellent,5
12514,Good quality product,4
12515,Value-for-money,4
12516,Pretty good,4
12517,Excellent,5
12518,Mind-blowing purchase,5
12519,Good,3
12520,Wonderful,5
12521,Terrific purchase,5
12522,Terrific,5
12523,Must buy!,5
12524,Wonderful,4
12525,Good choice,4
12526,Simply awesome,5
12527,Fabulous!,5
12528,Wonderful,5
12529,Good,3
12530,Really Nice,4
12531,Excellent,5
12532,Perfect product!,5
12533,Good,3
12534,Worth every penny,5
12535,Brilliant,5
12536,Mind-blowing purchase,5
12537,Worth every penny,5
12538,Just wow!,5
12539,Terrific,5
12540,Terrific,5
12541,Just wow!,5
12542,Great product,5
12543,Worst experience ever!,1
12544,Could be way better,2
12545,Worthless,1
12546,Terrific purchase,5
12547,Brilliant,5
12548,Bad quality,2
12549,Super!,5
12550,Perfect product!,5
12551,Worth the money,4
12552,Just wow!,5
12553,Must buy!,5
12554,Wonderful,5
12555,Nice product,4
12556,Highly recommended,5
12557,Good choice,4
12558,Fabulous!,5
12559,Worth every penny,5
12560,Mind-blowing purchase,5
12561,Worth every penny,5
12562,Pretty good,4
12563,Super!,5
12564,Wonderful,5
12565,Terrific purchase,5
12566,Nice product,4
12567,Brilliant,5
12568,Terrific purchase,5
12569,Terrific,5
12570,Very Good,4
12571,Classy product,5
12572,Worth every penny,5
12573,Fabulous!,5
12574,Highly recommended,5
12575,Best in the market!,5
12576,Worth the money,4
12577,Super!,5
12578,Just okay,3
12579,Awesome,5
12580,Utterly Disappointed,1
12581,Best in the market!,5
12582,Perfect product!,5
12583,Great product,5
12584,Good quality product,4
12585,Useless product,1
12586,Classy product,5
12587,Fabulous!,5
12588,Fair,3
12589,Must buy!,5
12590,Classy product,5
12591,Really Nice,4
12592,Terrific,5
12593,Awesome,5
12594,Value-for-money,4
12595,Nice product,4
12596,Don't waste your money,1
12597,Utterly Disappointed,1
12598,Expected a better product,2
12599,Slightly disappointed,2
12600,Brilliant,5
12601,Very Good,4
12602,Horrible,1
12603,Terrific,5
12604,Wonderful,5
12605,Great product,5
12606,Classy product,5
12607,Worthless,1
12608,Worthless,1
12609,Awesome,5
12610,Does the job,3
12611,Pretty good,4
12612,Just wow!,5
12613,Utterly Disappointed,1
12614,Great product,5
12615,Nice product,4
12616,Terrible product,1
12617,Did not meet expectations,1
12618,Fabulous!,5
12619,Value-for-money,4
12620,Worth every penny,5
12621,Does the job,3
12622,Nice product,4
12623,Pretty good,4
12624,Excellent,5
12625,Nice,3
12626,Excellent,5
12627,Not recommended at all,1
12628,Simply awesome,5
12629,Best in the market!,5
12630,Terrific purchase,5
12631,Worth every penny,5
12632,Fabulous!,5
12633,Great product,5
12634,Simply awesome,5
12635,Slightly disappointed,2
12636,Does the job,3
12637,Worth the money,4
12638,Best in the market!,5
12639,Unsatisfactory,1
12640,Delightful,4
12641,Simply awesome,5
12642,Terrible product,1
12643,Brilliant,5
12644,Wonderful,4
12645,Utterly Disappointed,1
12646,Fabulous!,5
12647,Best in the market!,5
12648,Brilliant,5
12649,Wonderful,5
12650,Terrific,5
12651,Mind-blowing purchase,5
12652,Must buy!,5
12653,Best in the market!,5
12654,Terrific purchase,5
12655,Classy product,5
12656,Awesome,5
12657,Awesome,5
12658,Excellent,5
12659,Terrific,5
12660,Mind-blowing purchase,5
12661,Must buy!,5
12662,Delightful,4
12663,Very Good,4
12664,Highly recommended,5
12665,Perfect product!,5
12666,Does the job,3
12667,Nice product,4
12668,Just okay,3
12669,Just wow!,5
12670,Terrible product,1
12671,Very poor,1
12672,Pretty good,4
12673,Worth every penny,5
12674,Wonderful,5
12675,Nice,3
12676,Unsatisfactory,1
12677,Great product,5
12678,Good,3
12679,Does the job,3
12680,Good choice,4
12681,Good choice,4
12682,Best in the market!,5
12683,Must buy!,5
12684,Terrible product,1
12685,Horrible,1
12686,Really Nice,4
12687,Worst experience ever!,1
12688,Awesome,5
12689,Great product,5
12690,Terrific,5
12691,Super!,5
12692,Perfect product!,5
12693,Great product,5
12694,Must buy!,5
12695,Brilliant,5
12696,Decent product,3
12697,Really Nice,4
12698,Wonderful,4
12699,Wonderful,5
12700,Wonderful,5
12701,Best in the market!,5
12702,Decent product,3
12703,Just okay,3
12704,Fabulous!,5
12705,Worst experience ever!,1
12706,Just okay,3
12707,Wonderful,4
12708,Classy product,5
12709,Nice product,4
12710,Terrific,5
12711,Worth every penny,5
12712,Very Good,4
12713,Best in the market!,5
12714,Excellent,5
12715,Wonderful,4
12716,Excellent,5
12717,Simply awesome,5
12718,Terrific,5
12719,Good quality product,4
12720,Mind-blowing purchase,5
12721,Bad quality,2
12722,Very poor,1
12723,Did not meet expectations,1
12724,Awesome,5
12725,Brilliant,5
12726,Terrific,5
12727,Perfect product!,5
12728,Classy product,5
12729,Just wow!,5
12730,Did not meet expectations,1
12731,Great product,5
12732,Did not meet expectations,1
12733,Must buy!,5
12734,Brilliant,5
12735,Worth every penny,5
12736,Good,3
12737,Just wow!,5
12738,Very Good,4
12739,Wonderful,4
12740,Wonderful,5
12741,Mind-blowing purchase,5
12742,Worst experience ever!,1
12743,Just wow!,5
12744,Nice product,4
12745,Mind-blowing purchase,5
12746,Does the job,3
12747,Terrific purchase,5
12748,Bad quality,2
12749,Could be way better,2
12750,Brilliant,5
12751,Just okay,3
12752,Really Nice,4
12753,Just okay,3
12754,Great product,5
12755,Decent product,3
12756,Terrific,5
12757,Worth the money,4
12758,Must buy!,5
12759,Value-for-money,4
12760,Must buy!,5
12761,Fabulous!,5
12762,Excellent,5
12763,Worth every penny,5
12764,Wonderful,4
12765,Just wow!,5
12766,Pretty good,4
12767,Worth the money,4
12768,Great product,5
12769,Brilliant,5
12770,Fair,3
12771,Terrific purchase,5
12772,Fair,3
12773,Super!,5
12774,Fabulous!,5
12775,Pretty good,4
12776,Brilliant,5
12777,Good quality product,4
12778,Great product,5
12779,Terrific,5
12780,Terrific purchase,5
12781,Not good,2
12782,Terrible product,1
12783,Nice,3
12784,Highly recommended,5
12785,Just okay,3
12786,Value-for-money,4
12787,Really Nice,4
12788,Simply awesome,5
12789,Highly recommended,5
12790,Delightful,4
12791,Must buy!,5
12792,Simply awesome,5
12793,Perfect product!,5
12794,Classy product,5
12795,Brilliant,5
12796,Mind-blowing purchase,5
12797,Awesome,5
12798,Must buy!,5
12799,Does the job,3
12800,Pretty good,4
12801,Excellent,5
12802,Nice,3
12803,Terrific purchase,5
12804,Pretty good,4
12805,Mind-blowing purchase,5
12806,Did not meet expectations,1
12807,Just okay,3
12808,Must buy!,5
12809,Excellent,5
12810,Must buy!,5
12811,Terrific,5
12812,Terrific,5
12813,Nice product,4
12814,Fabulous!,5
12815,Brilliant,5
12816,Mind-blowing purchase,5
12817,Worth every penny,5
12818,Very Good,4
12819,Excellent,5
12820,Simply awesome,5
12821,Awesome,5
12822,Horrible,1
12823,Wonderful,5
12824,Worth the money,4
12825,Best in the market!,5
12826,Great product,5
12827,Worth every penny,5
12828,Great product,5
12829,Excellent,5
12830,Must buy!,5
12831,Great product,5
12832,Classy product,5
12833,Excellent,5
12834,Battery Backup and connectivity Issue,2
12835,Mind-blowing purchase,5
12836,Mind-blowing purchase,5
12837,Highly recommended,5
12838,Awesome,5
12839,Must buy!,5
12840,Best in the market!,5
12841,Awesome,5
12842,Great product,5
12843,Wonderful,5
12844,Terrific purchase,5
12845,Good choice,4
12846,Perfect product!,5
12847,Highly recommended,5
12848,Simply awesome,5
12849,Awesome,5
12850,Excellent,5
12851,Super!,5
12852,Terrific,5
12853,Simply awesome,5
12854,Fair,3
12855,Just wow!,5
12856,Nice,3
12857,Worth the money,4
12858,Fair,3
12859,Awesome,5
12860,Brilliant,5
12861,Super!,5
12862,Awesome,5
12863,Hated it!,1
12864,Wonderful,5
12865,Good choice,4
12866,Worst experience ever!,1
12867,Perfect product!,5
12868,Just wow!,5
12869,Must buy!,5
12870,Terrific,5
12871,Nice product,4
12872,Awesome,5
12873,Mind-blowing purchase,5
12874,Best in the market!,5
12875,Simply awesome,5
12876,Fabulous!,5
12877,Highly recommended,5
12878,Really Nice,4
12879,Worth the money,4
12880,Must buy!,5
12881,Really Nice,4
12882,Fabulous!,5
12883,Does the job,3
12884,Really Nice,4
12885,Good choice,4
12886,Classy product,5
12887,Worth the money,4
12888,Brilliant,5
12889,Brilliant,5
12890,Awesome,5
12891,Wonderful,5
12892,Just wow!,5
12893,Fair,3
12894,Classy product,5
12895,Very Good,4
12896,Must buy!,5
12897,Slightly disappointed,2
12898,Excellent,5
12899,Pretty good,4
12900,Fair,3
12901,Mind-blowing purchase,5
12902,Terrific,5
12903,Just wow!,5
12904,Perfect product!,5
12905,Perfect product!,5
12906,Classy product,5
12907,Very Good,4
12908,Terrific,5
12909,Worth the money,4
12910,Awesome,5
12911,Fabulous!,5
12912,Wonderful,5
12913,Just wow!,5
12914,Terrific purchase,5
12915,Okay Product but not as per the pricing.,3
12916,Worth every penny,5
12917,Wonderful,5
12918,Terrific,5
12919,Worthless,1
12920,Wonderful,5
12921,Just wow!,5
12922,Brilliant,5
12923,Great product,5
12924,Waste of money!,1
12925,Wonderful,4
12926,Terrific purchase,5
12927,Very Good,4
12928,Super!,5
12929,Terrific purchase,5
12930,Nice,3
12931,Very Good,4
12932,Brilliant,5
12933,Terrific,5
12934,Simply awesome,5
12935,Value-for-money,4
12936,Simply awesome,5
12937,Great product,5
12938,Wonderful,4
12939,Simply awesome,5
12940,Classy product,5
12941,Fabulous!,5
12942,Good choice,4
12943,Brilliant,5
12944,Highly recommended,5
12945,Worth every penny,5
12946,Perfect product!,5
12947,Classy product,5
12948,Classy product,5
12949,Good choice,4
12950,Great product,5
12951,Worth every penny,5
12952,Terrific purchase,5
12953,Good choice,4
12954,Awesome,5
12955,Perfect product!,5
12956,Highly recommended,5
12957,Brilliant,5
12958,Pretty good,4
12959,Worth every penny,5
12960,Wonderful,4
12961,Awesome,5
12962,Best in the market!,5
12963,Super!,5
12964,Great product,5
12965,Classy product,5
12966,Good,3
12967,Excellent,5
12968,Terrific,5
12969,Terrific,5
12970,Just okay,3
12971,Worth every penny,5
12972,Best in the market!,5
12973,Good choice,4
12974,Perfect product!,5
12975,Excellent,5
12976,Moderate,2
12977,Super!,5
12978,Delightful,4
12979,Really Nice,4
12980,Just wow!,5
12981,Great product,5
12982,"Must buy! Go for it, bought it at 15k",5
12983,Slightly disappointed,2
12984,Best in the market!,5
12985,Mind-blowing purchase,5
12986,Fabulous!,5
12987,Highly recommended,5
12988,Decent product,3
12989,Brilliant,5
12990,Super!,5
12991,Fabulous!,5
12992,Does the job,3
12993,Good quality product,4
12994,Fair,3
12995,Really Nice,4
12996,Pretty good,4
12997,Terrific,5
12998,Simply awesome,5
12999,Value-for-money,4
13000,Really Nice,4
13001,Terrific,5
13002,Nice,3
13003,Must buy!,5
13004,Excellent,5
13005,Fabulous!,5
13006,Super!,5
13007,Must buy!,5
13008,Just wow!,5
13009,Highly recommended,5
13010,Best in the market!,5
13011,Hated it!,1
13012,Don't waste your money,1
13013,Excellent,5
13014,Classy product,5
13015,Must buy!,5
13016,Best in the market!,5
13017,Perfect product!,5
13018,Simply awesome,5
13019,Worth the money,4
13020,Mind-blowing purchase,5
13021,Simply awesome,5
13022,Mind-blowing purchase,5
13023,Highly recommended,5
13024,Terrific,5
13025,Super!,5
13026,Really Nice,4
13027,Excellent,5
13028,Mind-blowing purchase,5
13029,Simply awesome,5
13030,Best in the market!,5
13031,Super!,5
13032,Classy product,5
13033,Awesome,5
13034,Super!,5
13035,Terrific purchase,5
13036,Wonderful,5
13037,Mind-blowing purchase,5
13038,Brilliant,5
13039,Just wow!,5
13040,Great product,5
13041,Mind-blowing purchase,5
13042,Simply awesome,5
13043,Worth the money,4
13044,Terrific,5
13045,Terrific purchase,5
13046,Fabulous!,5
13047,Excellent,5
13048,Waste of money!,1
13049,Best in the market!,5
13050,Excellent,5
13051,Mind-blowing purchase,5
13052,Highly recommended,5
13053,Moderate,2
13054,Fabulous!,5
13055,Absolute rubbish!,1
13056,Best in the market!,5
13057,Classy product,5
13058,Great product,5
13059,Excellent,5
13060,Simply awesome,5
13061,Awesome,5
13062,Terrific purchase,5
13063,Just wow!,5
13064,Terrific purchase,5
13065,Must buy!,5
13066,Nice product,4
13067,Value-for-money,4
13068,Very Good,4
13069,Just okay,3
13070,Excellent,5
13071,Simply awesome,5
13072,Awesome,5
13073,Delightful,4
13074,Awesome,5
13075,Great product,5
13076,Just wow!,5
13077,Mind-blowing purchase,5
13078,Really Nice,4
13079,Just okay,3
13080,Worst experience ever!,1
13081,Mind-blowing purchase,5
13082,Does the job,3
13083,Perfect product!,5
13084,Classy product,5
13085,Just wow!,5
13086,Highly recommended,5
13087,Just wow!,5
13088,Worst experience ever!,1
13089,Best in the market!,5
13090,Wonderful,4
13091,Fabulous!,5
13092,Must buy!,5
13093,Excellent,5
13094,Value-for-money,4
13095,Useless product,1
13096,Super!,5
13097,Mind-blowing purchase,5
13098,Not recommended at all,1
13099,Nice product,4
13100,Brilliant,5
13101,Excellent,5
13102,Wonderful,4
13103,Highly recommended,5
13104,Horrible,1
13105,Pretty good,4
13106,Highly recommended,5
13107,Fair,3
13108,Pretty good,4
13109,Really Nice,4
13110,Worth the money,4
13111,Delightful,4
13112,Good quality product,4
13113,Terrible product,1
13114,Good,3
13115,Classy product,5
13116,Must buy!,5
13117,Unsatisfactory,1
13118,Super!,5
13119,Terrific purchase,5
13120,Terrific,5
13121,Brilliant,5
13122,Just wow!,5
13123,Perfect product!,5
13124,Perfect product!,5
13125,Awesome,5
13126,Great product,5
13127,Nice product,4
13128,Good choice,4
13129,Worth every penny,5
13130,Does the job,3
13131,Decent product,3
13132,Brilliant,5
13133,Great product,5
13134,Nice,3
13135,Worst experience ever!,1
13136,Terrific purchase,5
13137,Excellent,5
13138,Decent product,3
13139,Wonderful,5
13140,Decent product,3
13141,Best in the market!,5
13142,Must buy!,5
13143,Does the job,3
13144,Mind-blowing purchase,5
13145,Worth every penny,5
13146,Simply awesome,5
13147,Delightful,4
13148,Classy product,5
13149,Wonderful,5
13150,Excellent,5
13151,Wonderful,5
13152,Brilliant,5
13153,Good,3
13154,Highly recommended,5
13155,Nice product,4
13156,Fabulous!,5
13157,Nice product,4
13158,Great product,5
13159,Highly recommended,5
13160,Decent product,3
13161,Terrific,5
13162,Excellent,5
13163,Terrific,5
13164,Best in the market!,5
13165,Terrific purchase,5
13166,Not good,2
13167,Excellent,5
13168,Best in the market!,5
13169,Really Nice,4
13170,Just wow!,5
13171,Nice product,4
13172,Highly recommended,5
13173,Worth the money,4
13174,Very Good,4
13175,Terrific,5
13176,Simply awesome,5
13177,Value-for-money,4
13178,Nice product,4
13179,Good choice,4
13180,Mind-blowing purchase,5
13181,Don't waste your money,1
13182,Terrific,5
13183,Terrific,5
13184,Worth every penny,5
13185,Brilliant,5
13186,Simply awesome,5
13187,Simply awesome,5
13188,Really Nice,4
13189,Really Nice,4
13190,Awesome,5
13191,Super!,5
13192,Best in the market!,5
13193,Must buy!,5
13194,Just okay,3
13195,Expected a better product,2
13196,Worth every penny,5
13197,Just wow!,5
13198,Worth the money,4
13199,Really Nice,4
13200,Excellent,5
13201,Best in the market!,5
13202,Mind-blowing purchase,5
13203,Must buy!,5
13204,Highly recommended,5
13205,Useless product,1
13206,Excellent,5
13207,Worth every penny,5
13208,Great product,5
13209,Just wow!,5
13210,Wonderful,4
13211,Wonderful,5
13212,Fabulous!,5
13213,Great product,5
13214,Good quality product,4
13215,Worth the money,4
13216,Must buy!,5
13217,Awesome,5
13218,Excellent,5
13219,Very poor,1
13220,Wonderful,5
13221,Classy product,5
13222,Wonderful,4
13223,Perfect product!,5
13224,Super!,5
13225,Nice product,4
13226,Best in the market!,5
13227,Very Good,4
13228,Awesome,5
13229,Just okay,3
13230,Fabulous!,5
13231,Mind-blowing purchase,5
13232,Terrific,5
13233,Brilliant,5
13234,Classy product,5
13235,Great product,5
13236,Highly recommended,5
13237,Must buy!,5
13238,Mind-blowing purchase,5
13239,Brilliant,5
13240,Worth every penny,5
13241,Awesome,5
13242,Excellent,5
13243,Great product,5
13244,Wonderful,5
13245,Excellent,5
13246,Worth the money,4
13247,Wonderful,5
13248,Just okay,3
13249,Best in the market!,5
13250,Perfect product!,5
13251,Must buy!,5
13252,Simply awesome,5
